heuristic, dimensions, error, runtime, iterations
minkowski-n, 5, 6.22865442779e-07, 0.007991, 3
null, 5, 0.0, 0.048956, 134
seuclidean, 5, nan, 0.061393, 39
sqeuclidean, 5, 1.21042211276e-06, 0.004292, 3
canberra, 5, 1.28333326188e-06, 0.068316, 46
chebyshev, 5, 1.49999989674e-06, 0.038852, 48
cityblock, 5, 3.7028451203e-06, 0.007792, 4
cosine, 5, 1.32428340294e-07, 0.224159, 479
euclidean, 5, 2.36602527082e-06, 0.023603, 10
hamming, 5, 5.9999997859e-07, 0.196522, 379
minkowski-0.5n, 5, 2.36602527082e-06, 0.025277, 10
minkowski-n, 5, 1.7751311816e-06, 0.028934, 18
null, 5, 0.0, 0.183602, 504
seuclidean, 5, nan, 0.236716, 294
sqeuclidean, 5, 4.70284504672e-06, 0.009416, 4
canberra, 5, 1.28271618394e-06, 0.016294, 13
chebyshev, 5, 4.99999970316e-07, 0.010243, 6
cityblock, 5, 1.61604948801e-06, 0.006881, 3
cosine, 5, 6.48058460229e-08, 0.076793, 130
euclidean, 5, 1.11340150966e-06, 0.003709, 3
hamming, 5, 3.99999990464e-07, 0.040067, 53
minkowski-0.5n, 5, 1.11340150966e-06, 0.004429, 3
minkowski-n, 5, 6.59753922605e-07, 0.009549, 4
null, 5, 0.0, 0.082428, 211
seuclidean, 5, nan, 0.084842, 76
sqeuclidean, 5, 1.61604948801e-06, 0.005327, 3
canberra, 5, 2.87226009732e-06, 0.029944, 23
chebyshev, 5, 1.49999989674e-06, 0.020373, 14
cityblock, 5, 4.89107934243e-06, 0.00717299999999, 4
cosine, 5, 2.86511863123e-07, 0.219708, 321
euclidean, 5, 2.66429991314e-06, 0.00737400000001, 4
hamming, 5, 7.99999952505e-07, 0.257235, 430
minkowski-0.5n, 5, 2.66429991314e-06, 0.00908, 4
minkowski-n, 5, 1.88424857583e-06, 0.00973800000001, 4
null, 5, 0.0, 0.197131, 505
seuclidean, 5, nan, 0.17235, 102
sqeuclidean, 5, 6.89107922369e-06, 0.007217, 4
canberra, 5, 0.0, 0.013968, 7
chebyshev, 5, 0.0, 0.002562, 2
cityblock, 5, 0.0, 0.002078, 2
cosine, 5, 0.0, 0.038855, 43
euclidean, 5, 0.0, 0.003554, 2
hamming, 5, 0.0, 0.028091, 13
minkowski-0.5n, 5, 0.0, 0.002441, 2
minkowski-n, 5, 0.0, 0.003068, 2
null, 5, 0.0, 0.018404, 46
seuclidean, 5, nan, 0.392553, 574
sqeuclidean, 5, 0.0, 0.003592, 2
canberra, 5, 8.49999963748e-07, 0.042047, 26
chebyshev, 5, 1.49999992516e-06, 0.027417, 19
cityblock, 5, 3.68285076036e-06, 0.009907, 4
cosine, 5, 4.84456421646e-08, 0.292442, 327
euclidean, 5, 1.82287556072e-06, 0.007785, 4
hamming, 5, 4.99999998738e-07, 0.093287, 191
minkowski-0.5n, 5, 1.82287556072e-06, 0.007862, 4
minkowski-n, 5, 1.5180839199e-06, 0.011437, 5
null, 5, 0.0, 0.118573, 346
seuclidean, 5, nan, 0.075209, 65
sqeuclidean, 5, 4.68285070099e-06, 0.007439, 4
canberra, 5, 5.16055791877e-07, 0.005928, 3
chebyshev, 5, 4.99999970316e-07, 0.006082, 4
cityblock, 5, 5.16055791877e-07, 0.005606, 3
cosine, 5, 3.33333360913e-08, 0.107952, 116
euclidean, 5, 5.16055791877e-07, 0.005627, 3
hamming, 5, 1.99999988126e-07, 0.063342, 47
minkowski-0.5n, 5, 5.16055791877e-07, 0.006221, 3
minkowski-n, 5, 5.16055791877e-07, 0.005941, 3
null, 5, 0.0, 0.076829, 126
seuclidean, 5, nan, 0.035432, 13
sqeuclidean, 5, 5.16055791877e-07, 0.005354, 3
canberra, 5, 6.66666650773e-07, 0.007744, 3
chebyshev, 5, 4.99999970316e-07, 0.012585, 4
cityblock, 5, 9.99999969054e-07, 0.008941, 3
cosine, 5, 6.69872974868e-08, 0.069751, 114
euclidean, 5, 7.07106778464e-07, 0.005775, 3
hamming, 5, 1.99999988126e-07, 0.042852, 61
minkowski-0.5n, 5, 7.07106778464e-07, 0.006378, 3
minkowski-n, 5, 5.74349172666e-07, 0.006487, 3
null, 5, 0.0, 0.063818, 170
seuclidean, 5, nan, 0.188893, 348
sqeuclidean, 5, 9.99999969054e-07, 0.00625100000001, 3
canberra, 5, 6.97787669424e-07, 0.00696, 5
chebyshev, 5, 4.99999970316e-07, 0.01652, 17
cityblock, 5, 6.97787669424e-07, 0.004501, 3
cosine, 5, 7.74228681166e-08, 0.070011, 99
euclidean, 5, 7.07106750042e-07, 0.007407, 4
hamming, 5, 1.99999973916e-07, 0.048429, 68
minkowski-0.5n, 5, 7.07106750042e-07, 0.007969, 4
minkowski-n, 5, 5.74349144244e-07, 0.011076, 6
null, 5, 0.0, 0.083353, 215
seuclidean, 5, nan, 0.169108, 300
sqeuclidean, 5, 6.97787669424e-07, 0.00404, 3
canberra, 5, 6.66666650773e-07, 0.002631, 3
chebyshev, 5, 4.99999970316e-07, 0.006751, 5
cityblock, 5, 1.10619767213e-06, 0.001989, 3
cosine, 5, 6.69872974868e-08, 0.028762, 36
euclidean, 5, 7.07106750042e-07, 0.002406, 3
hamming, 5, 1.99999988126e-07, 0.02016, 32
minkowski-0.5n, 5, 7.07106750042e-07, 0.002773, 3
minkowski-n, 5, 5.74349172666e-07, 0.004039, 4
null, 5, 0.0, 0.027135, 74
seuclidean, 5, nan, 0.174657, 308
sqeuclidean, 5, 1.10619767213e-06, 0.001977, 3
canberra, 5, 4.99999970316e-07, 0.032247, 20
chebyshev, 5, 4.99999970316e-07, 0.013826, 10
cityblock, 5, 1.74659004415e-06, 0.0052, 3
cosine, 5, 8.16699810002e-08, 0.126665, 168
euclidean, 5, 8.66025359869e-07, 0.005208, 3
hamming, 5, 2.9999998219e-07, 0.080191, 96
minkowski-0.5n, 5, 8.66025359869e-07, 0.005524, 3
minkowski-n, 5, 6.22865442779e-07, 0.016071, 8
null, 5, 0.0, 0.114794, 272
seuclidean, 5, nan, 0.20986, 257
sqeuclidean, 5, 1.74659004415e-06, 0.005459, 3
canberra, 5, 5.88555934655e-07, 0.00358, 4
chebyshev, 5, 4.99999970316e-07, 0.011293, 9
cityblock, 5, 5.88555934655e-07, 0.003059, 3
cosine, 5, 2.11324845623e-07, 0.093446, 148
euclidean, 5, 5.88555934655e-07, 0.003123, 3
hamming, 5, 2.9999998219e-07, 0.032505, 42
minkowski-0.5n, 5, 5.88555934655e-07, 0.003439, 3
minkowski-n, 5, 6.22865442779e-07, 0.010801, 8
null, 5, 0.0, 0.053885, 148
seuclidean, 5, nan, 0.114099, 128
sqeuclidean, 5, 5.88555934655e-07, 0.002869, 3
canberra, 5, 7.66666644836e-07, 0.0362, 35
chebyshev, 5, 4.99999970316e-07, 0.027505, 38
cityblock, 5, 1.04173005866e-06, 0.007287, 4
cosine, 5, 3.90227796743e-08, 0.219614, 355
euclidean, 5, 8.66025359869e-07, 0.013131, 7
hamming, 5, 2.999999964e-07, 0.213028, 327
minkowski-0.5n, 5, 8.66025359869e-07, 0.013858, 7
minkowski-n, 5, 6.228654712e-07, 0.027604, 22
null, 5, 0.0, 0.209483, 538
seuclidean, 5, nan, 0.345176, 359
sqeuclidean, 5, 1.04173005866e-06, 0.007524, 4
canberra, 5, 1.06419165036e-06, 0.004901, 7
chebyshev, 5, 4.99999970316e-07, 0.010034, 9
cityblock, 5, 1.39752496864e-06, 0.002916, 3
cosine, 5, 1.22035515915e-07, 0.104132, 146
euclidean, 5, 9.39727158311e-07, 0.004162, 4
hamming, 5, 3.99999962042e-07, 0.063024, 87
minkowski-0.5n, 5, 9.39727158311e-07, 0.004615, 4
minkowski-n, 5, 6.59753922605e-07, 0.010053, 8
null, 5, 0.0, 0.087835, 224
seuclidean, 5, nan, 0.168772, 173
sqeuclidean, 5, 1.39752496864e-06, 0.003136, 3
canberra, 5, 3.26120921557e-06, 0.016661, 10
chebyshev, 5, 4.99999970316e-07, 0.024868, 12
cityblock, 5, 2.17096652477e-06, 0.005832, 3
cosine, 5, 1.12701670218e-07, 0.236561, 188
euclidean, 5, 3.74059459318e-06, 0.018736, 5
hamming, 5, 4.99999970316e-07, 0.228161, 229
minkowski-0.5n, 5, 3.74059459318e-06, 0.020048, 5
minkowski-n, 5, 6.89864805281e-07, 0.01441, 5
null, 5, 0.0, 0.145181, 333
seuclidean, 5, nan, 0.110273, 42
sqeuclidean, 5, 2.17096652477e-06, 0.005653, 3
canberra, 5, 1.4185838495e-06, 0.041841, 15
chebyshev, 5, 1.49999992516e-06, 0.030067, 18
cityblock, 5, 3.60176757397e-06, 0.009339, 4
cosine, 5, 2.83021847736e-07, 0.167234, 300
euclidean, 5, 2.39967236837e-06, 0.019295, 5
hamming, 5, 5.99999964379e-07, 0.105608, 162
minkowski-0.5n, 5, 2.39967236837e-06, 0.018807, 5
minkowski-n, 5, 1.80845221109e-06, 0.025071, 6
null, 5, 0.0, 0.14491, 383
seuclidean, 5, nan, 0.188456, 237
sqeuclidean, 5, 4.60176752881e-06, 0.009528, 4
canberra, 5, 3.33333318281e-07, 0.00547, 4
chebyshev, 5, 4.99999970316e-07, 0.0062, 5
cityblock, 5, 9.99999969054e-07, 0.003988, 3
cosine, 5, 3.33333360913e-08, 0.060248, 81
euclidean, 5, 7.07106750042e-07, 0.003833, 3
hamming, 5, 1.99999988126e-07, 0.086183, 142
minkowski-0.5n, 5, 7.07106750042e-07, 0.00465, 3
minkowski-n, 5, 5.74349172666e-07, 0.004972, 4
null, 5, 0.0, 0.077255, 166
seuclidean, 5, nan, 0.170101, 98
sqeuclidean, 5, 9.99999969054e-07, 0.005447, 3
canberra, 5, 6.19871443064e-06, 0.053058, 35
chebyshev, 5, 1.49999989674e-06, 0.011841, 4
cityblock, 5, 4.57416649624e-06, 0.011633, 4
cosine, 5, 2.44933957561e-07, 0.168776, 187
euclidean, 5, 2.99711557261e-06, 0.009427, 4
hamming, 5, 7.99999952505e-07, 0.186884, 261
minkowski-0.5n, 5, 2.99711557261e-06, 0.010531, 4
minkowski-n, 5, 1.9080693221e-06, 0.007629, 4
null, 5, 0.0, 0.130527, 309
seuclidean, 5, nan, 0.461786, 574
sqeuclidean, 5, 6.57416636329e-06, 0.007991, 4
canberra, 5, 0.0, 0.011832, 7
chebyshev, 5, 0.0, 0.005042, 2
cityblock, 5, 0.0, 0.004836, 2
cosine, 5, 0.0, 0.084218, 114
euclidean, 5, 0.0, 0.004711, 2
hamming, 5, 0.0, 0.041799, 46
minkowski-0.5n, 5, 0.0, 0.005739, 2
minkowski-n, 5, 0.0, 0.005186, 2
null, 5, 0.0, 0.058497, 151
seuclidean, 5, nan, 0.332627, 527
sqeuclidean, 5, 0.0, 0.004976, 2
canberra, 5, 4.33333326555e-07, 0.01537, 8
chebyshev, 5, 4.99999970316e-07, 0.01647, 17
cityblock, 5, 6.38120980057e-07, 0.004619, 3
cosine, 5, 5.96475757675e-08, 0.072713, 112
euclidean, 5, 8.25221619039e-07, 0.00843399999999, 5
hamming, 5, 2.9999998219e-07, 0.053174, 70
minkowski-0.5n, 5, 8.25221619039e-07, 0.010315, 5
minkowski-n, 5, 6.22865442779e-07, 0.024187, 12
null, 5, 0.0, 0.071537, 187
seuclidean, 5, nan, 0.167802, 323
sqeuclidean, 5, 6.38120980057e-07, 0.004345, 3
canberra, 5, 0.0, 0.003694, 2
chebyshev, 5, 0.0, 0.003439, 2
cityblock, 5, 0.0, 0.002931, 2
cosine, 5, 0.0, 0.030887, 47
euclidean, 5, 0.0, 0.003349, 2
hamming, 5, 0.0, 0.00772000000001, 9
minkowski-0.5n, 5, 0.0, 0.00328, 2
minkowski-n, 5, 0.0, 0.003299, 2
null, 5, 0.0, 0.022828, 62
seuclidean, 5, nan, 0.037809, 22
sqeuclidean, 5, 0.0, 0.003372, 2
canberra, 5, 0.0, 0.003753, 2
chebyshev, 5, 0.0, 0.003574, 2
cityblock, 5, 0.0, 0.003262, 2
cosine, 5, 0.0, 0.019398, 8
euclidean, 5, 0.0, 0.003269, 2
hamming, 5, 0.0, 0.003368, 2
minkowski-0.5n, 5, 0.0, 0.004139, 2
minkowski-n, 5, 0.0, 0.003585, 2
null, 5, 0.0, 0.012601, 27
seuclidean, 5, nan, 0.235816, 419
sqeuclidean, 5, 0.0, 0.00348, 2
canberra, 5, 4.43811629225e-07, 0.007432, 4
chebyshev, 5, 4.99999970316e-07, 0.00732, 4
cityblock, 5, 1.30640789564e-06, 0.00624, 3
cosine, 5, 7.69230723563e-08, 0.081951, 112
euclidean, 5, 1.01351467663e-06, 0.00527, 3
hamming, 5, 3.99999990464e-07, 0.023939, 21
minkowski-0.5n, 5, 1.01351467663e-06, 0.005875, 3
minkowski-n, 5, 6.3334375966e-07, 0.004699, 3
null, 5, 0.0, 0.029838, 77
seuclidean, 5, nan, 0.199669, 307
sqeuclidean, 5, 1.30640789564e-06, 0.006771, 3
canberra, 5, 1.04371899567e-06, 0.012639, 6
chebyshev, 5, 4.99999970316e-07, 0.023099, 16
cityblock, 5, 1.04371899567e-06, 0.006506, 4
cosine, 5, 2.49999999369e-07, 0.088337, 120
euclidean, 5, 8.66025388291e-07, 0.018205, 7
hamming, 5, 2.9999998219e-07, 0.078549, 125
minkowski-0.5n, 5, 8.66025388291e-07, 0.015255, 7
minkowski-n, 5, 6.22865442779e-07, 0.014013, 11
null, 5, 0.0, 0.133518, 296
seuclidean, 5, nan, 0.111697, 147
sqeuclidean, 5, 1.04371899567e-06, 0.00669, 4
canberra, 5, 9.20814841265e-07, 0.011072, 4
chebyshev, 5, 4.99999970316e-07, 0.011904, 8
cityblock, 5, 1.25414815955e-06, 0.004763, 3
cosine, 5, 1.99999973916e-07, 0.065065, 69
euclidean, 5, 9.61254968956e-07, 0.005, 3
hamming, 5, 3.99999990464e-07, 0.076621, 62
minkowski-0.5n, 5, 9.61254968956e-07, 0.005678, 3
minkowski-n, 5, 6.59753922605e-07, 0.009661, 5
null, 5, 0.0, 0.093238, 207
seuclidean, 5, nan, 0.214385, 374
sqeuclidean, 5, 1.25414815955e-06, 0.004681, 3
canberra, 5, 7.83333291565e-07, 0.347491, 270
chebyshev, 5, 1.49999992516e-06, 0.066834, 78
cityblock, 5, 2.52834189496e-06, 0.014807, 6
cosine, 5, 4.95070935358e-08, 0.463969, 624
euclidean, 5, 1.85348267223e-06, 0.022737, 12
hamming, 5, 4.99999970316e-07, 0.305392, 467
minkowski-0.5n, 5, 1.85348267223e-06, 0.023681, 12
minkowski-n, 5, 1.58654782467e-06, 0.074966, 52
null, 5, 0.0, 0.26539, 707
seuclidean, 5, nan, 0.37635, 428
sqeuclidean, 5, 3.04175027566e-06, 0.00943, 5
canberra, 5, 4.55308679648e-07, 0.015155, 17
chebyshev, 5, 4.99999970316e-07, 0.014406, 15
cityblock, 5, 5.46349170349e-07, 0.005691, 3
cosine, 5, 7.74228681166e-08, 0.069329, 127
euclidean, 5, 5.46349170349e-07, 0.005492, 3
hamming, 5, 3.99999990464e-07, 0.061952, 119
minkowski-0.5n, 5, 5.46349170349e-07, 0.006597, 3
minkowski-n, 5, 6.59753922605e-07, 0.011741, 7
null, 5, 0.0, 0.070395, 199
seuclidean, 5, nan, 0.09979, 186
sqeuclidean, 5, 5.46349170349e-07, 0.005602, 3
canberra, 5, 5.9999997859e-07, 0.041445, 22
chebyshev, 5, 4.99999970316e-07, 0.015531, 14
cityblock, 5, 1.56853604949e-06, 0.004863, 3
cosine, 5, 6.57004619598e-08, 0.095402, 148
euclidean, 5, 8.75996988725e-07, 0.003898, 3
hamming, 5, 3.99999962042e-07, 0.060711, 82
minkowski-0.5n, 5, 8.75996988725e-07, 0.004422, 3
minkowski-n, 5, 6.59753922605e-07, 0.019482, 13
null, 5, 0.0, 0.09431, 251
seuclidean, 5, nan, 0.102351, 153
sqeuclidean, 5, 1.56853604949e-06, 0.004888, 3
canberra, 5, 2.43007738732e-06, 0.065702, 48
chebyshev, 5, 1.49999992516e-06, 0.047019, 70
cityblock, 5, 2.59853388229e-06, 0.021926, 6
cosine, 5, 2.46609516807e-07, 0.234632, 453
euclidean, 5, 1.92367468799e-06, 0.02589, 12
hamming, 5, 5.99999964379e-07, 0.195289, 326
minkowski-0.5n, 5, 1.92367468799e-06, 0.026084, 12
minkowski-n, 5, 1.66592717221e-06, 0.052549, 54
null, 5, 0.0, 0.194764, 505
seuclidean, 5, nan, 0.178519, 143
sqeuclidean, 5, 3.59853382292e-06, 0.017551, 5
canberra, 5, 6.91907104056e-07, 0.004522, 3
chebyshev, 5, 4.99999970316e-07, 0.014715, 11
cityblock, 5, 1.02524042234e-06, 0.007516, 4
cosine, 5, 1.00000008274e-07, 0.065625, 84
euclidean, 5, 7.32347203325e-07, 0.00401, 3
hamming, 5, 3.99999990464e-07, 0.055694, 52
minkowski-0.5n, 5, 7.32347203325e-07, 0.004502, 3
minkowski-n, 5, 5.99589625949e-07, 0.00429800000001, 3
null, 5, 0.0, 0.056539, 152
seuclidean, 5, nan, 0.144578, 253
sqeuclidean, 5, 1.02524042234e-06, 0.00769, 4
canberra, 5, 1.96666655938e-06, 0.126073, 73
chebyshev, 5, 1.49999992516e-06, 0.129022, 119
cityblock, 5, 3.41894801181e-06, 0.01174, 5
cosine, 5, 1.52478136783e-07, 0.38692, 725
euclidean, 5, 2.61075963692e-06, 0.055445, 18
hamming, 5, 6.99999972653e-07, 0.317559, 644
minkowski-0.5n, 5, 2.61075963692e-06, 0.054505, 18
minkowski-n, 5, 1.77865500461e-06, 0.082098, 45
null, 5, 0.0, 0.326815, 765
seuclidean, 5, nan, 0.398313, 571
sqeuclidean, 5, 4.41894793823e-06, 0.013248, 5
canberra, 5, 8.81800502839e-07, 0.006073, 3
chebyshev, 5, 4.99999970316e-07, 0.008266, 6
cityblock, 5, 1.55774047528e-06, 0.005685, 3
cosine, 5, 1.22035544337e-07, 0.06021, 61
euclidean, 5, 9.14492574111e-07, 0.004713, 3
hamming, 5, 3.99999990464e-07, 0.026536, 30
minkowski-0.5n, 5, 9.14492574111e-07, 0.005591, 3
minkowski-n, 5, 6.71332657021e-07, 0.005913, 3
null, 5, 0.0, 0.048021, 119
seuclidean, 5, nan, 0.104423, 94
sqeuclidean, 5, 1.55774047528e-06, 0.005348, 3
canberra, 5, 0.0, 0.005081, 4
chebyshev, 5, 0.0, 0.002165, 2
cityblock, 5, 0.0, 0.002014, 2
cosine, 5, 0.0, 0.030608, 45
euclidean, 5, 0.0, 0.002148, 2
hamming, 5, 0.0, 0.012881, 15
minkowski-0.5n, 5, 0.0, 0.00238700000001, 2
minkowski-n, 5, 0.0, 0.002287, 2
null, 5, 0.0, 0.025541, 60
seuclidean, 5, nan, 0.102933, 94
sqeuclidean, 5, 0.0, 0.002205, 2
canberra, 5, 4.37919737806e-07, 0.034131, 10
chebyshev, 5, 4.99999970316e-07, 0.012882, 8
cityblock, 5, 8.1357300985e-07, 0.004516, 3
cosine, 5, 2.80600858105e-08, 0.059215, 82
euclidean, 5, 7.40821491263e-07, 0.006455, 4
hamming, 5, 3.99999990464e-07, 0.05566, 48
minkowski-0.5n, 5, 7.40821491263e-07, 0.00669, 4
minkowski-n, 5, 6.2745186824e-07, 0.01079, 4
null, 5, 0.0, 0.054941, 145
seuclidean, 5, nan, 0.162929, 318
sqeuclidean, 5, 8.1357300985e-07, 0.004532, 3
canberra, 5, 0.0, 0.005938, 4
chebyshev, 5, 0.0, 0.002201, 2
cityblock, 5, 0.0, 0.002137, 2
cosine, 5, 0.0, 0.027454, 43
euclidean, 5, 0.0, 0.002234, 2
hamming, 5, 0.0, 0.009503, 15
minkowski-0.5n, 5, 0.0, 0.002415, 2
minkowski-n, 5, 0.0, 0.003246, 2
null, 5, 0.0, 0.017836, 51
seuclidean, 5, nan, 0.138579, 280
sqeuclidean, 5, 0.0, 0.002185, 2
canberra, 5, 1.06281517276e-06, 0.025699, 17
chebyshev, 5, 1.49999992516e-06, 0.022359, 21
cityblock, 5, 2.37782391821e-06, 0.00873100000001, 4
cosine, 5, 2.99589515862e-07, 0.146377, 311
euclidean, 5, 1.87128922846e-06, 0.011721, 5
hamming, 5, 5.9999997859e-07, 0.108251, 219
minkowski-0.5n, 5, 1.87128922846e-06, 0.0129, 5
minkowski-n, 5, 1.67029602949e-06, 0.019632, 9
null, 5, 0.0, 0.164181, 362
seuclidean, 5, nan, 0.142507, 180
sqeuclidean, 5, 3.37782384463e-06, 0.009587, 4
canberra, 5, 4.61638279603e-07, 0.012739, 9
chebyshev, 5, 4.99999970316e-07, 0.012706, 10
cityblock, 5, 1.14019580622e-06, 0.00457900000001, 3
cosine, 5, 4.54313493492e-08, 0.076984, 123
euclidean, 5, 9.02078369336e-07, 0.00516400000001, 3
hamming, 5, 2.9999998219e-07, 0.056249, 83
minkowski-0.5n, 5, 9.02078369336e-07, 0.00615000000001, 3
minkowski-n, 5, 6.22865442779e-07, 0.006364, 3
null, 5, 0.0, 0.072936, 205
seuclidean, 5, nan, 0.130219, 249
sqeuclidean, 5, 1.14019580622e-06, 0.004346, 3
canberra, 5, 0.0, 0.00646399999999, 5
chebyshev, 5, 0.0, 0.00318, 2
cityblock, 5, 0.0, 0.003625, 2
cosine, 5, 0.0, 0.049899, 67
euclidean, 5, 0.0, 0.003108, 2
hamming, 5, 0.0, 0.022951, 28
minkowski-0.5n, 5, 0.0, 0.003899, 2
minkowski-n, 5, 0.0, 0.004029, 2
null, 5, 0.0, 0.036275, 90
seuclidean, 5, nan, 0.175439, 155
sqeuclidean, 5, 0.0, 0.004257, 2
canberra, 5, 1.6941521892e-06, 0.078841, 41
chebyshev, 5, 1.49999992516e-06, 0.029248, 36
cityblock, 5, 2.54450887383e-06, 0.01119, 4
cosine, 5, 1.8881129904e-07, 0.161598, 255
euclidean, 5, 2.2100556123e-06, 0.024597, 8
hamming, 5, 7.99999980927e-07, 0.13223, 152
minkowski-0.5n, 5, 2.2100556123e-06, 0.029592, 8
minkowski-n, 5, 1.67783787219e-06, 0.031583, 23
null, 5, 0.0, 0.109598, 297
seuclidean, 5, nan, 0.153536, 201
sqeuclidean, 5, 3.54450881446e-06, 0.010164, 4
canberra, 5, 3.76151689352e-07, 0.009585, 7
chebyshev, 5, 4.99999970316e-07, 0.00972, 10
cityblock, 5, 8.72586539913e-07, 0.00382599999999, 3
cosine, 5, 4.81519464302e-08, 0.033314, 52
euclidean, 5, 7.07106750042e-07, 0.004886, 4
hamming, 5, 1.99999988126e-07, 0.020678, 32
minkowski-0.5n, 5, 7.07106750042e-07, 0.004925, 4
minkowski-n, 5, 5.74349172666e-07, 0.00579, 4
null, 5, 0.0, 0.033493, 96
seuclidean, 5, nan, 0.065703, 109
sqeuclidean, 5, 8.72586539913e-07, 0.00356499999999, 3
canberra, 5, 2.66666660309e-07, 0.01426, 11
chebyshev, 5, 4.99999998738e-07, 0.007824, 6
cityblock, 5, 9.99999969054e-07, 0.003508, 3
cosine, 5, 1.49287444628e-08, 0.066472, 126
euclidean, 5, 7.07106778464e-07, 0.00401500000001, 3
hamming, 5, 1.99999988126e-07, 0.040633, 70
minkowski-0.5n, 5, 7.07106778464e-07, 0.00473599999999, 3
minkowski-n, 5, 5.74349172666e-07, 0.00661000000001, 5
null, 5, 0.0, 0.06404, 190
seuclidean, 5, nan, 0.032201, 16
sqeuclidean, 5, 9.99999969054e-07, 0.00367300000001, 3
canberra, 5, 6.44634184255e-07, 0.00881200000001, 7
chebyshev, 5, 4.99999970316e-07, 0.016566, 14
cityblock, 5, 8.77675759625e-07, 0.00547300000001, 3
cosine, 5, 6.48058744446e-08, 0.125791, 185
euclidean, 5, 7.51740955707e-07, 0.010641, 4
hamming, 5, 2.999999964e-07, 0.112897, 219
minkowski-0.5n, 5, 7.51740955707e-07, 0.010605, 4
minkowski-n, 5, 6.22865442779e-07, 0.016779, 9
null, 5, 0.0, 0.1344, 369
seuclidean, 5, nan, 0.227793, 216
sqeuclidean, 5, 8.77675759625e-07, 0.00583999999999, 3
canberra, 5, 1.03333329093e-06, 0.028392, 19
chebyshev, 5, 4.99999970316e-07, 0.026004, 12
cityblock, 5, 2.41727033767e-06, 0.00596, 3
cosine, 5, 6.61390657797e-08, 0.208507, 310
euclidean, 5, 1.23495995297e-06, 0.00603000000001, 3
hamming, 5, 4.99999970316e-07, 0.131868, 173
minkowski-0.5n, 5, 1.23495995297e-06, 0.008488, 3
minkowski-n, 5, 6.89864805281e-07, 0.020642, 6
null, 5, 0.0, 0.175474, 418
seuclidean, 5, nan, 0.468355, 705
sqeuclidean, 5, 2.41727033767e-06, 0.006069, 3
canberra, 5, 0.0, 0.001891, 2
chebyshev, 5, 0.0, 0.00165100000001, 2
cityblock, 5, 0.0, 0.001583, 2
cosine, 5, 0.0, 0.017049, 7
euclidean, 5, 0.0, 0.001689, 2
hamming, 5, 0.0, 0.00148799999999, 2
minkowski-0.5n, 5, 0.0, 0.001582, 2
minkowski-n, 5, 0.0, 0.001712, 2
null, 5, 0.0, 0.00450900000001, 10
seuclidean, 5, nan, 0.136383, 311
sqeuclidean, 5, 0.0, 0.00165800000001, 2
canberra, 5, 7.66666644836e-07, 0.00431999999999, 3
chebyshev, 5, 4.99999970316e-07, 0.00712, 4
cityblock, 5, 1.75707040739e-06, 0.005104, 3
cosine, 5, 3.70899471136e-08, 0.044777, 59
euclidean, 5, 8.66025388291e-07, 0.004006, 3
hamming, 5, 2.9999998219e-07, 0.025909, 28
minkowski-0.5n, 5, 8.66025388291e-07, 0.004267, 3
minkowski-n, 5, 6.22865442779e-07, 0.00429700000001, 3
null, 5, 0.0, 0.04034, 103
seuclidean, 5, nan, 0.130652, 205
sqeuclidean, 5, 1.75707040739e-06, 0.004952, 3
canberra, 5, 7.14737225849e-07, 0.010919, 12
chebyshev, 5, 4.99999970316e-07, 0.011017, 12
cityblock, 5, 9.10385253405e-07, 0.005365, 3
cosine, 5, 6.35642152247e-08, 0.048207, 82
euclidean, 5, 1.01007503872e-06, 0.007648, 4
hamming, 5, 2.999999964e-07, 0.070984, 124
minkowski-0.5n, 5, 1.01007503872e-06, 0.007542, 4
minkowski-n, 5, 6.228654712e-07, 0.007994, 4
null, 5, 0.0, 0.041149, 122
seuclidean, 5, nan, 0.120935, 226
sqeuclidean, 5, 9.10385253405e-07, 0.00425800000001, 3
canberra, 5, 4.10009212715e-06, 0.010937, 7
chebyshev, 5, 4.99999970316e-07, 0.010069, 5
cityblock, 5, 2.39470472252e-06, 0.006923, 3
cosine, 5, 1.46446581084e-07, 0.094525, 140
euclidean, 5, 1.11803393565e-06, 0.007778, 3
hamming, 5, 4.99999970316e-07, 0.057774, 72
minkowski-0.5n, 5, 1.11803393565e-06, 0.00824999999999, 3
minkowski-n, 5, 6.89864805281e-07, 0.007868, 3
null, 5, 0.0, 0.095288, 251
seuclidean, 5, nan, 0.100878, 97
sqeuclidean, 5, 2.39470472252e-06, 0.00783699999999, 3
canberra, 5, 0.0, 0.002398, 2
chebyshev, 5, 0.0, 0.00193800000001, 2
cityblock, 5, 0.0, 0.00149499999999, 2
cosine, 5, 0.0, 0.019198, 13
euclidean, 5, 0.0, 0.00146000000001, 2
hamming, 5, 0.0, 0.001936, 2
minkowski-0.5n, 5, 0.0, 0.00177499999999, 2
minkowski-n, 5, 0.0, 0.001794, 2
null, 5, 0.0, 0.00734, 17
seuclidean, 5, nan, 0.01308, 3
sqeuclidean, 5, 0.0, 0.00203, 2
canberra, 5, 7.66666659047e-07, 0.013683, 11
chebyshev, 5, 4.99999970316e-07, 0.013695, 16
cityblock, 5, 6.04543188842e-07, 0.005273, 3
cosine, 5, 4.70891734494e-08, 0.096441, 197
euclidean, 5, 7.24302367416e-07, 0.00644699999999, 4
